code_module,code_presentation,id_student,assessments_submitted_cutoff,avg_assessment_score_cutoff,sum_weighted_score_cutoff,latest_submit_day_cutoff
CCC,2014B,356523,3,66.66666666666667,13.68,69
CCC,2014B,357176,2,82.5,7.550000000000001,69
CCC,2014B,357851,1,40.0,0.8,20
CCC,2014B,357942,3,73.33333333333333,13.2,69
CCC,2014B,358075,3,78.66666666666667,13.899999999999999,73
CCC,2014B,359114,3,86.66666666666667,15.5,69
CCC,2014B,361410,2,67.5,6.450000000000001,69
CCC,2014B,362223,3,83.33333333333333,14.68,69
CCC,2014B,363374,1,40.0,0.8,20
CCC,2014B,363773,3,91.0,16.41,69
CCC,2014B,363906,3,66.0,12.48,69
CCC,2014B,363939,3,66.33333333333333,12.95,69
CCC,2014B,365993,3,66.33333333333333,12.05,69
CCC,2014B,366310,1,45.0,3.1500000000000004,69
CCC,2014B,366424,1,10.0,0.2,20
CCC,2014B,368876,2,70.5,6.870000000000001,69
CCC,2014B,370336,1,80.0,1.6,20
CCC,2014B,371526,3,80.66666666666667,15.200000000000001,69
CCC,2014B,371901,3,79.33333333333333,16.04,69
CCC,2014B,374028,3,92.66666666666667,17.42,69
CCC,2014B,374756,3,94.66666666666667,16.560000000000002,69
CCC,2014B,376701,1,10.0,0.2,20
CCC,2014B,378920,3,78.33333333333333,15.79,69
CCC,2014B,379406,3,92.66666666666667,16.92,69
CCC,2014B,381240,2,64.5,6.03,69
CCC,2014B,381927,3,100.0,18.0,69
CCC,2014B,383140,2,66.5,4.8100000000000005,69
CCC,2014B,383158,3,54.666666666666664,11.0,69
CCC,2014B,383311,1,0.0,0.0,20
CCC,2014B,383347,3,85.33333333333333,16.840000000000003,69
CCC,2014B,383372,3,55.0,11.85,69
CCC,2014B,383971,3,55.333333333333336,9.620000000000001,69
CCC,2014B,385120,2,36.0,4.38,33
CCC,2014B,385387,3,99.33333333333333,17.82,69
CCC,2014B,386121,1,90.0,1.8,20
CCC,2014B,386189,2,33.0,5.24,32
CCC,2014B,387009,3,78.33333333333333,14.83,69
CCC,2014B,388538,2,81.0,7.840000000000001,69
CCC,2014B,388708,2,81.5,13.129999999999999,69
CCC,2014B,388750,2,38.0,2.8200000000000003,69
CCC,2014B,391343,2,73.0,7.220000000000001,69
CCC,2014B,391419,2,37.0,4.180000000000001,69
CCC,2014B,392526,2,73.5,6.790000000000001,69
CCC,2014B,394311,3,87.0,16.11,69
CCC,2014B,394341,1,80.0,1.6,20
CCC,2014B,396825,2,90.0,10.6,29
CCC,2014B,397506,3,81.0,14.85,69
CCC,2014B,398487,3,53.333333333333336,10.399999999999999,69
CCC,2014B,401296,3,82.66666666666667,15.2,69
CCC,2014B,401903,3,82.0,14.78,69
CCC,2014B,403085,3,86.33333333333333,15.93,69
CCC,2014B,406265,1,100.0,2.0,20
CCC,2014B,406846,1,39.0,2.7300000000000004,69
CCC,2014B,406908,3,69.33333333333333,12.96,69
CCC,2014B,406937,1,40.0,0.8,20
CCC,2014B,407453,2,50.5,5.57,69
CCC,2014B,407818,1,30.0,0.6,20
CCC,2014B,408413,2,45.5,3.37,75
CCC,2014B,409540,2,50.0,4.8,37
CCC,2014B,410203,1,80.0,1.6,20
CCC,2014B,410407,2,93.5,8.09,69
CCC,2014B,410699,3,84.0,16.48,69
CCC,2014B,410886,2,82.0,9.86,31
CCC,2014B,412258,3,96.66666666666667,17.8,69
CCC,2014B,412268,1,30.0,0.6,20
CCC,2014B,412284,2,96.0,15.280000000000001,69
CCC,2014B,413083,2,40.0,5.8,33
CCC,2014B,416500,2,26.0,3.98,32
CCC,2014B,416689,2,67.0,7.380000000000001,69
CCC,2014B,416860,3,33.666666666666664,6.95,69
CCC,2014B,417820,3,87.33333333333333,14.700000000000001,69
CCC,2014B,418224,2,73.5,7.290000000000001,69
CCC,2014B,418623,2,85.0,9.7,30
CCC,2014B,418971,3,71.66666666666667,14.93,69
CCC,2014B,419233,3,74.33333333333333,12.69,69
CCC,2014B,419536,1,60.0,1.2,20
CCC,2014B,420345,3,86.0,15.9,69
CCC,2014B,420528,3,91.33333333333333,17.14,69
CCC,2014B,420935,3,100.0,18.0,69
CCC,2014B,421209,2,69.0,10.98,69
CCC,2014B,421712,3,79.66666666666667,14.53,69
CCC,2014B,423879,2,96.0,8.440000000000001,69
CCC,2014B,424082,3,63.666666666666664,13.05,69
CCC,2014B,424112,2,78.5,6.99,69
CCC,2014B,424950,3,75.33333333333333,15.120000000000001,69
CCC,2014B,425287,3,56.333333333333336,12.15,69
CCC,2014B,426610,3,84.0,14.0,69
CCC,2014B,426616,2,55.0,5.7,69
CCC,2014B,429065,2,64.5,6.03,69
CCC,2014B,429185,3,99.33333333333333,17.82,69
CCC,2014B,430686,3,70.0,12.64,69
CCC,2014B,431014,3,33.0,6.11,69
CCC,2014B,431386,3,93.33333333333333,17.060000000000002,69
CCC,2014B,432278,2,64.5,5.530000000000001,69
CCC,2014B,432718,1,10.0,0.2,20
CCC,2014B,434562,3,80.66666666666667,15.04,69
CCC,2014B,435271,1,50.0,1.0,20
CCC,2014B,436058,3,65.66666666666667,12.65,69
CCC,2014B,438313,1,20.0,0.4,20
CCC,2014B,438796,2,65.5,5.17,69
CCC,2014B,440323,3,74.33333333333333,14.33,69
CCC,2014B,440905,1,74.0,6.66,39
CCC,2014B,441540,3,61.0,10.65,69
CCC,2014B,441606,1,40.0,0.8,20
CCC,2014B,445777,2,84.5,7.83,69
CCC,2014B,445917,3,94.66666666666667,17.380000000000003,69
CCC,2014B,445972,3,99.33333333333333,17.82,69
CCC,2014B,446628,1,30.0,0.6,20
CCC,2014B,447306,1,20.0,0.4,20
CCC,2014B,464236,1,30.0,0.6,20
CCC,2014B,464724,1,20.0,0.4,20
CCC,2014B,465406,3,87.33333333333333,16.02,69
CCC,2014B,465843,3,55.0,9.190000000000001,69
CCC,2014B,466289,3,93.33333333333333,17.6,69
CCC,2014B,466714,2,29.5,2.13,69
CCC,2014B,467230,3,93.33333333333333,17.020000000000003,69
CCC,2014B,467753,2,51.0,6.38,32
CCC,2014B,467894,1,10.0,0.2,20
CCC,2014B,468753,3,58.666666666666664,9.86,69
CCC,2014B,469113,1,70.0,1.4000000000000001,20
CCC,2014B,469761,3,91.33333333333333,16.48,69
CCC,2014B,470002,3,52.0,8.54,69
CCC,2014B,471018,2,30.0,0.6,32
CCC,2014B,471580,2,56.0,6.58,32
CCC,2014B,471657,2,86.0,8.040000000000001,69
CCC,2014B,471979,3,74.33333333333333,13.290000000000001,69
CCC,2014B,472087,3,54.666666666666664,10.48,69
CCC,2014B,472309,3,63.666666666666664,12.21,69
CCC,2014B,473965,2,58.0,6.62,69
CCC,2014B,474283,3,34.666666666666664,5.34,69
CCC,2014B,474759,1,46.0,3.22,69
CCC,2014B,475149,3,86.33333333333333,15.27,69
CCC,2014B,475556,1,50.0,1.0,20
CCC,2014B,475945,3,76.66666666666667,14.940000000000001,69
CCC,2014B,476108,3,94.66666666666667,17.259999999999998,69
CCC,2014B,476937,3,65.66666666666667,12.969999999999999,69
CCC,2014B,477067,3,87.33333333333333,15.559999999999999,69
CCC,2014B,478025,1,30.0,0.6,20
CCC,2014B,478212,3,35.333333333333336,7.02,69
CCC,2014B,478550,3,86.33333333333333,15.85,69
CCC,2014B,478977,2,70.5,6.870000000000001,69
CCC,2014B,479607,1,70.0,1.4000000000000001,20
CCC,2014B,479753,2,20.0,2.8000000000000003,69
CCC,2014B,480604,3,80.33333333333333,13.809999999999999,69
CCC,2014B,480928,1,0.0,0.0,20
CCC,2014B,480929,3,94.0,17.200000000000003,69
CCC,2014B,480943,3,92.0,17.240000000000002,69
CCC,2014B,481024,1,70.0,1.4000000000000001,20
CCC,2014B,482280,3,76.0,14.06,69
CCC,2014B,482745,2,48.0,4.720000000000001,69
CCC,2014B,483108,1,70.0,1.4000000000000001,20
CCC,2014B,483267,2,62.0,6.96,32
CCC,2014B,483275,3,90.33333333333333,16.93,69
CCC,2014B,484174,2,48.0,4.220000000000001,69
CCC,2014B,484464,2,82.5,6.550000000000001,69
CCC,2014B,485312,3,94.33333333333333,17.310000000000002,69
CCC,2014B,485374,3,77.66666666666667,14.450000000000001,69
CCC,2014B,485594,1,0.0,0.0,20
CCC,2014B,485604,3,84.33333333333333,15.43,69
CCC,2014B,485944,3,73.66666666666667,13.450000000000001,69
CCC,2014B,486378,1,40.0,0.8,20
CCC,2014B,486737,1,40.0,0.8,20
CCC,2014B,487629,3,42.0,7.54,69
CCC,2014B,488431,3,69.66666666666667,12.030000000000001,69
CCC,2014B,489929,2,73.5,7.290000000000001,69
CCC,2014B,490024,3,74.0,14.92,69
CCC,2014B,490081,3,79.66666666666667,15.45,69
CCC,2014B,490282,3,65.66666666666667,11.81,69
CCC,2014B,490297,1,20.0,0.4,20
CCC,2014B,490587,1,20.0,0.4,20
CCC,2014B,490662,2,49.0,5.32,32
CCC,2014B,490768,2,44.0,3.7199999999999998,31
CCC,2014B,490769,3,62.333333333333336,11.95,69
CCC,2014B,491170,2,12.0,2.16,51
CCC,2014B,491742,1,4.0,0.36,38
CCC,2014B,491843,3,62.666666666666664,12.34,69
CCC,2014B,492357,3,62.333333333333336,12.850000000000001,69
CCC,2014B,492900,3,62.0,12.739999999999998,69
CCC,2014B,493822,2,41.5,3.8100000000000005,69
CCC,2014B,494919,2,53.0,4.42,69
CCC,2014B,495320,2,76.5,7.210000000000001,69
CCC,2014B,496108,2,14.0,1.12,35
CCC,2014B,497080,1,40.0,0.8,20
CCC,2014B,498043,3,87.0,15.57,69
CCC,2014B,498138,3,55.333333333333336,10.94,69
CCC,2014B,498741,3,37.0,8.27,69
CCC,2014B,500006,2,57.0,5.36,46
CCC,2014B,500189,1,30.0,0.6,20
CCC,2014B,500597,3,57.666666666666664,11.23,69
CCC,2014B,501339,2,88.0,10.24,32
CCC,2014B,501443,2,20.5,1.37,69
CCC,2014B,501652,1,75.0,5.250000000000001,69
CCC,2014B,502465,3,60.333333333333336,12.23,69
CCC,2014B,502554,3,98.66666666666667,17.64,69
CCC,2014B,502868,3,71.0,13.170000000000002,69
CCC,2014B,502929,2,26.0,3.98,32
CCC,2014B,503469,3,56.666666666666664,10.38,69
CCC,2014B,503872,1,16.0,1.44,39
CCC,2014B,505235,2,80.0,9.5,34
CCC,2014B,505520,3,52.666666666666664,9.68,69
CCC,2014B,505767,3,78.0,14.76,69
CCC,2014B,505815,1,80.0,1.6,20
CCC,2014B,506206,3,85.33333333333333,16.26,69
CCC,2014B,507034,3,83.33333333333333,15.72,69
CCC,2014B,507388,2,62.5,10.07,69
CCC,2014B,507523,3,68.66666666666667,13.52,69
CCC,2014B,507671,3,78.33333333333333,15.83,69
CCC,2014B,508025,2,46.0,4.779999999999999,30
CCC,2014B,509029,3,73.66666666666667,13.370000000000001,69
CCC,2014B,509102,3,71.33333333333333,12.88,69
CCC,2014B,509183,2,90.0,8.600000000000001,69
CCC,2014B,509649,3,57.333333333333336,11.440000000000001,69
CCC,2014B,509839,3,97.33333333333333,17.44,69
CCC,2014B,510070,3,64.0,12.920000000000002,69
CCC,2014B,510694,1,42.0,3.78,32
CCC,2014B,510914,3,78.33333333333333,15.79,69
CCC,2014B,511473,2,66.5,6.8100000000000005,69
CCC,2014B,511657,2,49.0,5.32,32
CCC,2014B,512353,2,38.0,4.04,31
CCC,2014B,512475,2,87.5,8.25,69
CCC,2014B,512582,3,94.66666666666667,17.259999999999998,69
CCC,2014B,513638,3,90.66666666666667,16.22,69
CCC,2014B,513934,2,73.5,7.290000000000001,69
CCC,2014B,514000,1,80.0,1.6,20
CCC,2014B,514186,1,10.0,0.2,20
CCC,2014B,515046,3,89.33333333333333,16.22,69
CCC,2014B,515107,3,69.0,12.530000000000001,69
CCC,2014B,515278,1,60.0,1.2,20
CCC,2014B,515515,2,75.0,6.5,69
CCC,2014B,515774,3,71.66666666666667,12.830000000000002,69
CCC,2014B,516024,2,65.5,6.670000000000001,69
CCC,2014B,516238,3,90.33333333333333,16.85,69
CCC,2014B,516496,3,88.66666666666667,16.54,69
CCC,2014B,516685,1,20.0,0.4,20
CCC,2014B,516726,2,95.0,15.14,69
CCC,2014B,517999,3,99.33333333333333,17.82,69
CCC,2014B,518363,2,74.5,7.430000000000001,69
CCC,2014B,518862,3,76.66666666666667,14.98,69
CCC,2014B,519544,3,47.0,8.89,69
CCC,2014B,519589,1,20.0,0.4,20
CCC,2014B,520377,3,76.0,15.14,69
CCC,2014B,520588,3,71.66666666666667,13.530000000000001,69
CCC,2014B,521051,3,76.0,15.18,69
CCC,2014B,521297,2,54.0,5.5600000000000005,69
CCC,2014B,521614,3,100.0,18.0,69
CCC,2014B,522312,3,75.66666666666667,13.45,69
CCC,2014B,522484,3,15.666666666666666,2.65,69
CCC,2014B,522682,1,20.0,1.7999999999999998,33
CCC,2014B,523061,2,48.5,3.79,69
CCC,2014B,523079,3,90.0,16.12,69
CCC,2014B,523239,2,41.0,4.58,32
CCC,2014B,523335,3,23.666666666666668,3.41,69
CCC,2014B,523710,1,30.0,0.6,20
CCC,2014B,524128,3,78.0,14.72,69
CCC,2014B,524295,2,75.0,7.000000000000001,69
CCC,2014B,524378,2,86.0,9.879999999999999,28
CCC,2014B,524386,3,71.0,12.89,69
CCC,2014B,525332,3,48.666666666666664,8.86,69
CCC,2014B,525832,2,89.5,8.030000000000001,69
CCC,2014B,526073,3,44.666666666666664,8.84,69
CCC,2014B,526235,3,41.0,8.27,69
CCC,2014B,526547,1,30.0,0.6,20
CCC,2014B,526564,3,79.66666666666667,13.21,69
CCC,2014B,526876,3,77.0,12.41,69
CCC,2014B,526927,3,95.33333333333333,17.48,69
CCC,2014B,527771,2,77.0,8.959999999999999,31
CCC,2014B,527826,3,99.33333333333333,17.82,69
CCC,2014B,527964,3,86.33333333333333,15.97,69
CCC,2014B,528021,1,40.0,0.8,20
CCC,2014B,528023,3,35.666666666666664,6.91,69
CCC,2014B,528066,2,76.5,7.710000000000001,69
CCC,2014B,528083,1,30.0,0.6,20
CCC,2014B,528892,3,63.333333333333336,13.14,69
CCC,2014B,529025,3,68.33333333333333,14.15,69
CCC,2014B,529073,2,46.0,4.44,69
CCC,2014B,529078,3,70.33333333333333,12.47,69
CCC,2014B,529153,1,10.0,0.2,20
CCC,2014B,529434,3,52.333333333333336,8.79,69
CCC,2014B,530113,1,60.0,1.2,20
CCC,2014B,530481,1,68.0,6.12,31
CCC,2014B,530650,3,83.66666666666667,15.41,69
CCC,2014B,530936,2,23.0,2.7399999999999998,32
CCC,2014B,531047,2,18.0,3.2399999999999998,32
CCC,2014B,532020,3,62.0,11.34,69
CCC,2014B,532350,2,81.0,7.840000000000001,69
CCC,2014B,532531,2,54.0,8.76,69
CCC,2014B,532565,2,38.0,4.739999999999999,31
CCC,2014B,532718,3,79.66666666666667,14.17,69
CCC,2014B,532859,1,10.0,0.2,20
CCC,2014B,533004,1,32.0,2.88,33
CCC,2014B,535047,3,64.33333333333333,13.49,69
CCC,2014B,535682,1,0.0,0.0,20
CCC,2014B,536032,2,28.5,2.99,69
CCC,2014B,536170,3,98.0,17.46,69
CCC,2014B,536261,2,83.0,12.98,69
CCC,2014B,536435,2,90.0,8.600000000000001,69
CCC,2014B,536536,2,56.5,6.41,69
CCC,2014B,537322,3,80.33333333333333,15.05,69
CCC,2014B,537603,3,49.666666666666664,9.31,69
CCC,2014B,537606,2,68.0,5.5200000000000005,69
CCC,2014B,537622,1,70.0,1.4000000000000001,20
CCC,2014B,537654,3,36.666666666666664,8.32,69
CCC,2014B,538887,3,61.0,10.629999999999999,69
CCC,2014B,539328,3,65.33333333333333,12.54,69
CCC,2014B,539514,3,92.33333333333333,16.27,69
CCC,2014B,539784,3,96.66666666666667,17.8,69
CCC,2014B,539971,2,52.0,5.78,69
CCC,2014B,540686,3,83.66666666666667,15.17,69
CCC,2014B,541003,3,58.0,10.84,69
CCC,2014B,541184,1,30.0,0.6,20
CCC,2014B,542050,3,63.333333333333336,11.7,69
CCC,2014B,543170,2,80.5,7.770000000000001,69
CCC,2014B,543417,3,15.0,3.75,69
CCC,2014B,543475,3,37.666666666666664,7.870000000000001,69
CCC,2014B,543678,3,75.33333333333333,13.96,69
CCC,2014B,543924,1,56.0,5.04,32
CCC,2014B,543948,3,69.0,11.93,69
CCC,2014B,544090,3,86.66666666666667,15.92,69
CCC,2014B,544467,1,0.0,0.0,20
CCC,2014B,544490,3,75.0,14.27,69
CCC,2014B,544594,3,91.0,16.49,69
CCC,2014B,544791,2,32.0,3.66,43
CCC,2014B,544839,3,91.33333333333333,17.060000000000002,69
CCC,2014B,545045,1,10.0,0.2,20
CCC,2014B,545740,3,86.33333333333333,15.39,69
CCC,2014B,545747,3,87.66666666666667,15.75,69
CCC,2014B,546675,2,27.0,4.16,32
CCC,2014B,547287,3,97.33333333333333,17.28,69
CCC,2014B,547332,2,100.0,9.0,69
CCC,2014B,547413,3,47.0,8.75,69
CCC,2014B,547571,3,58.666666666666664,10.719999999999999,69
CCC,2014B,547986,2,24.0,2.3600000000000003,69
CCC,2014B,548261,2,45.0,2.8000000000000003,70
CCC,2014B,548383,1,66.0,5.9399999999999995,31
CCC,2014B,548386,2,100.0,9.0,69
CCC,2014B,548509,3,99.33333333333333,17.82,69
CCC,2014B,548602,3,75.33333333333333,13.14,69
CCC,2014B,548677,3,82.33333333333333,16.29,69
CCC,2014B,548764,3,81.66666666666667,14.67,69
CCC,2014B,548854,2,75.0,12.219999999999999,69
CCC,2014B,549636,2,81.0,7.34,69
CCC,2014B,549951,3,90.0,16.740000000000002,69
CCC,2014B,550092,3,39.333333333333336,6.78,69
CCC,2014B,550545,3,79.0,14.93,69
CCC,2014B,550812,2,19.0,2.02,31
CCC,2014B,551115,3,87.0,15.370000000000001,69
CCC,2014B,551267,3,36.333333333333336,6.09,69
CCC,2014B,551304,3,62.666666666666664,10.780000000000001,69
CCC,2014B,551478,3,88.66666666666667,16.54,69
CCC,2014B,551528,1,20.0,0.4,20
CCC,2014B,551604,3,63.0,10.77,69
CCC,2014B,551856,2,24.0,3.62,32
CCC,2014B,551902,3,35.333333333333336,7.96,69
CCC,2014B,552166,1,40.0,0.8,20
CCC,2014B,552234,1,70.0,1.4000000000000001,20
CCC,2014B,552441,3,89.0,16.65,69
CCC,2014B,552498,3,81.33333333333333,15.88,69
CCC,2014B,552590,2,12.0,1.46,38
CCC,2014B,552913,2,75.0,8.0,69
CCC,2014B,553021,3,96.66666666666667,17.8,69
CCC,2014B,553280,2,95.0,8.8,69
CCC,2014B,553394,2,90.5,7.670000000000001,69
CCC,2014B,553410,1,80.0,1.6,20
CCC,2014B,553655,3,80.33333333333333,15.13,69
CCC,2014B,553741,3,62.333333333333336,11.629999999999999,69
CCC,2014B,554141,3,70.33333333333333,12.55,69
CCC,2014B,554205,3,88.33333333333333,15.690000000000001,69
CCC,2014B,554470,1,20.0,0.4,20
CCC,2014B,554583,3,61.666666666666664,12.55,69
CCC,2014B,554870,2,57.5,6.050000000000001,69
CCC,2014B,554951,3,66.0,13.239999999999998,69
CCC,2014B,555008,3,88.33333333333333,15.81,69
CCC,2014B,555368,2,38.0,5.44,39
CCC,2014B,555604,3,55.333333333333336,11.559999999999999,69
CCC,2014B,555706,2,90.0,8.600000000000001,69
CCC,2014B,555953,1,40.0,0.8,20
CCC,2014B,556042,3,56.333333333333336,11.73,69
CCC,2014B,556109,2,56.0,6.58,31
CCC,2014B,556246,3,96.66666666666667,17.8,69
CCC,2014B,556295,3,92.33333333333333,16.73,69
CCC,2014B,556521,1,40.0,0.8,20
CCC,2014B,556584,3,85.66666666666667,14.47,69
CCC,2014B,556587,2,26.5,3.7100000000000004,69
CCC,2014B,556858,3,68.0,14.08,69
CCC,2014B,556918,1,70.0,1.4000000000000001,20
CCC,2014B,557700,1,20.0,0.4,20
CCC,2014B,557995,2,58.0,5.62,69
CCC,2014B,558122,1,30.0,2.6999999999999997,32
CCC,2014B,558471,2,61.0,4.68,32
CCC,2014B,558518,3,81.33333333333333,15.760000000000002,69
CCC,2014B,558616,3,65.0,13.41,69
CCC,2014B,558914,3,51.666666666666664,10.59,69
CCC,2014B,559157,3,50.0,10.079999999999998,69
CCC,2014B,559469,1,38.0,3.42,39
CCC,2014B,559706,3,47.0,10.39,69
CCC,2014B,559770,3,65.33333333333333,12.04,69
CCC,2014B,560114,3,66.0,13.46,69
CCC,2014B,560311,3,93.33333333333333,17.020000000000003,69
CCC,2014B,560494,2,91.5,8.31,69
CCC,2014B,560784,1,60.0,1.2,20
CCC,2014B,560951,1,50.0,1.0,20
CCC,2014B,561363,3,72.66666666666667,14.56,69
CCC,2014B,561559,3,80.66666666666667,14.700000000000001,69
CCC,2014B,561774,3,78.0,14.18,69
CCC,2014B,562450,2,78.0,6.92,69
CCC,2014B,562585,2,48.0,4.220000000000001,69
CCC,2014B,562825,3,65.33333333333333,11.88,69
CCC,2014B,563046,3,63.333333333333336,12.08,69
CCC,2014B,563631,1,30.0,0.6,20
CCC,2014B,563819,2,61.5,9.93,69
CCC,2014B,563967,2,13.0,1.64,33
CCC,2014B,564700,1,30.0,0.6,20
CCC,2014B,565399,2,100.0,9.0,69
CCC,2014B,565838,1,60.0,1.2,20
CCC,2014B,565883,2,54.0,8.32,31
CCC,2014B,566185,3,55.333333333333336,10.52,110
CCC,2014B,566310,3,79.66666666666667,15.57,69
CCC,2014B,566428,3,90.66666666666667,16.880000000000003,69
CCC,2014B,566670,2,74.5,7.430000000000001,69
CCC,2014B,566715,2,88.5,7.890000000000001,69
CCC,2014B,566871,2,71.0,6.4799999999999995,29
CCC,2014B,566872,2,47.0,4.96,46
CCC,2014B,568047,2,37.5,2.75,69
CCC,2014B,568084,3,85.66666666666667,15.75,69
CCC,2014B,569080,3,97.33333333333333,17.28,69
CCC,2014B,569108,3,98.66666666666667,17.64,69
CCC,2014B,569609,3,57.333333333333336,11.98,69
CCC,2014B,569712,3,75.33333333333333,14.620000000000001,69
CCC,2014B,570113,1,40.0,0.8,20
CCC,2014B,570410,3,58.333333333333336,10.61,69
CCC,2014B,570514,2,15.0,1.9999999999999998,32
CCC,2014B,570872,3,60.0,11.68,69
CCC,2014B,570967,2,77.0,6.780000000000001,69
CCC,2014B,571025,3,78.0,13.94,69
CCC,2014B,571129,3,99.33333333333333,17.82,69
CCC,2014B,571233,2,67.0,7.16,46
CCC,2014B,571389,1,40.0,0.8,20
CCC,2014B,571571,3,94.0,17.119999999999997,69
CCC,2014B,571776,3,89.0,15.870000000000001,69
CCC,2014B,571992,1,30.0,0.6,20
CCC,2014B,572036,3,72.33333333333333,13.21,69
CCC,2014B,572303,3,60.0,12.0,69
CCC,2014B,572382,3,34.666666666666664,7.5,69
CCC,2014B,572401,1,30.0,0.6,20
CCC,2014B,572438,2,96.5,8.510000000000002,69
CCC,2014B,572570,3,70.33333333333333,12.71,69
CCC,2014B,572854,3,91.66666666666667,16.71,69
CCC,2014B,572891,3,68.0,13.3,69
CCC,2014B,573153,2,18.0,1.1400000000000001,37
CCC,2014B,573166,3,71.66666666666667,12.13,69
CCC,2014B,573197,2,39.0,4.92,53
CCC,2014B,573377,3,76.0,13.9,69
CCC,2014B,573440,3,72.66666666666667,13.4,69
CCC,2014B,573558,3,53.0,10.91,69
CCC,2014B,573662,3,39.333333333333336,6.98,69
CCC,2014B,573696,1,60.0,1.2,20
CCC,2014B,574221,3,98.0,17.580000000000002,69
CCC,2014B,574283,3,70.0,13.22,69
CCC,2014B,574523,1,10.0,0.2,20
CCC,2014B,574529,1,30.0,0.6,20
CCC,2014B,574551,3,81.0,15.350000000000001,69
CCC,2014B,574817,2,93.0,8.520000000000001,69
CCC,2014B,574830,1,50.0,1.0,20
CCC,2014B,575166,3,70.33333333333333,12.63,69
CCC,2014B,575287,1,60.0,1.2,20
CCC,2014B,575419,1,0.0,0.0,20
CCC,2014B,575545,1,90.0,1.8,20
CCC,2014B,575733,3,82.66666666666667,15.08,69
CCC,2014B,575745,3,73.0,13.23,69
CCC,2014B,575824,3,79.33333333333333,14.920000000000002,69
CCC,2014B,575967,3,88.33333333333333,15.690000000000001,69
CCC,2014B,576191,2,65.0,8.2,32
CCC,2014B,576383,3,93.33333333333333,16.9,69
CCC,2014B,576413,2,89.0,8.46,69
CCC,2014B,576475,2,76.5,7.710000000000001,69
CCC,2014B,576516,3,71.33333333333333,14.2,69
CCC,2014B,576780,3,95.33333333333333,16.740000000000002,69
CCC,2014B,576782,3,73.0,12.690000000000001,69
CCC,2014B,577035,3,93.33333333333333,17.020000000000003,69
CCC,2014B,577236,2,86.5,8.110000000000001,69
CCC,2014B,577245,3,66.66666666666667,12.16,69
CCC,2014B,577273,1,50.0,1.0,20
CCC,2014B,577414,3,63.0,12.59,69
CCC,2014B,577502,2,88.5,7.890000000000001,69
CCC,2014B,577686,3,78.66666666666667,13.14,69
CCC,2014B,578034,3,57.666666666666664,10.27,69
CCC,2014B,578189,3,80.0,16.220000000000002,69
CCC,2014B,578450,3,41.333333333333336,6.18,69
CCC,2014B,578541,2,36.0,4.38,32
CCC,2014B,578655,3,58.666666666666664,10.76,69
CCC,2014B,578823,2,21.5,3.73,69
CCC,2014B,578850,3,80.33333333333333,14.129999999999999,69
CCC,2014B,578958,3,54.0,10.04,69
CCC,2014B,579340,1,60.0,1.2,20
CCC,2014B,579343,3,77.33333333333333,14.100000000000001,69
CCC,2014B,579372,1,68.0,6.12,32
CCC,2014B,579550,3,65.33333333333333,10.9,69
CCC,2014B,580511,2,59.0,5.760000000000001,69
CCC,2014B,580525,3,72.66666666666667,14.48,69
CCC,2014B,580689,1,0.0,0.0,20
CCC,2014B,580722,1,30.0,0.6,20
CCC,2014B,580768,2,21.0,0.9400000000000001,69
CCC,2014B,580779,3,75.66666666666667,14.15,69
CCC,2014B,581123,3,48.0,9.940000000000001,69
CCC,2014B,581611,2,100.0,9.0,69
CCC,2014B,581614,3,61.0,12.25,69
CCC,2014B,581744,2,11.5,1.11,69
CCC,2014B,582087,2,78.5,7.990000000000001,69
CCC,2014B,582108,3,82.0,14.280000000000001,69
CCC,2014B,582827,2,0.0,0.0,45
CCC,2014B,582879,3,73.33333333333333,15.120000000000001,69
CCC,2014B,582950,3,81.0,15.930000000000001,69
CCC,2014B,583032,3,84.66666666666667,15.66,69
CCC,2014B,583052,2,85.5,7.970000000000001,69
CCC,2014B,583192,3,77.33333333333333,13.72,69
CCC,2014B,583906,3,95.33333333333333,16.86,69
CCC,2014B,584077,3,56.666666666666664,10.719999999999999,69
CCC,2014B,584191,3,63.333333333333336,12.58,69
CCC,2014B,584446,3,44.333333333333336,9.09,69
CCC,2014B,584771,2,45.0,4.6,35
CCC,2014B,584940,2,80.0,7.200000000000001,69
CCC,2014B,585011,1,80.0,1.6,20
CCC,2014B,585057,3,68.33333333333333,12.41,69
CCC,2014B,585093,3,97.33333333333333,17.28,69
CCC,2014B,585383,3,83.66666666666667,14.59,69
CCC,2014B,585393,3,96.0,17.62,69
CCC,2014B,585397,3,78.33333333333333,15.25,69
CCC,2014B,585455,3,83.33333333333333,14.6,69
CCC,2014B,585464,1,40.0,0.8,20
CCC,2014B,585681,1,50.0,1.0,20
CCC,2014B,585695,3,98.66666666666667,17.68,69
CCC,2014B,585709,3,81.66666666666667,14.33,69
CCC,2014B,585769,1,80.0,1.6,20
CCC,2014B,585900,3,67.66666666666667,12.39,69
CCC,2014B,586473,1,8.0,0.72,32
CCC,2014B,586716,2,47.0,5.659999999999999,31
CCC,2014B,586921,1,40.0,0.8,20
CCC,2014B,587122,1,30.0,0.6,20
CCC,2014B,587621,3,12.333333333333334,2.29,69
CCC,2014B,587783,3,89.33333333333333,17.220000000000002,69
CCC,2014B,587906,2,82.0,7.980000000000001,69
CCC,2014B,587911,3,87.66666666666667,16.41,69
